Vehicle ID,Car Sensor Type,Sensor Status,Speed (km/h),Location,Battery Level (%),Connection Type,Event Logs,Vehicle Usage,Attack Type,Protocol,Label
VID5665,Radar,Disabled,26,"(56.19429, 67.93093)",47,Cellular,78,Weekly,DDoS,Wi-Fi,compromised
VID1130,Radar,Faulty,64,"(53.10323, 32.60209)",60,Cellular,10,Weekly,Jamming,Bluetooth,compromised
VID4516,ECU,Disabled,54,"(31.84754, 75.64335)",96,Bluetooth,21,Weekly,None,None,normal
VID4866,ECU,Faulty,88,"(64.88864, 30.71325)",57,Bluetooth,53,Daily,Jamming,Zigbee,compromised
VID5630,Camera,Normal,66,"(79.25716, 61.72945)",79,Cellular,31,Weekly,None,None,normal
VID9818,Camera,Disabled,85,"(72.65846, 60.92126)",71,Bluetooth,14,Occasionally,None,None,normal
VID2134,GPS,Faulty,19,"(75.10146, 87.23672)",100,Wi-Fi,44,Weekly,Spoofing,TCP,compromised
VID3189,ECU,Disabled,88,"(45.05971, 71.44816)",31,Bluetooth,57,Daily,DDoS,Wi-Fi,compromised
VID9648,ECU,Normal,29,"(72.50296, 58.72895)",99,Cellular,36,Daily,None,None,normal
VID2293,ECU,Faulty,30,"(56.65148, 24.19813)",93,Cellular,100,Occasionally,None,None,compromised
VID6289,LIDAR,Disabled,28,"(21.19835, 37.57666)",67,Wi-Fi,27,Daily,None,None,normal
VID8775,Radar,Normal,79,"(72.50839, 57.85538)",56,Wi-Fi,98,Daily,Spoofing,Zigbee,compromised
VID9602,Camera,Disabled,95,"(83.74559, 87.55359)",39,Bluetooth,25,Occasionally,None,None,normal
VID9755,ECU,Disabled,89,"(88.10036, 83.63309)",77,Wi-Fi,67,Weekly,DDoS,TCP,compromised
VID1083,GPS,Disabled,6,"(30.05719, 58.91314)",60,Wi-Fi,80,Occasionally,None,None,compromised
VID9129,Camera,Disabled,75,"(19.26011, 26.44607)",40,Bluetooth,24,Weekly,None,None,normal
VID5257,Camera,Disabled,30,"(22.86984, 72.18183)",96,Bluetooth,62,Occasionally,Spoofing,UDP,compromised
VID5386,Camera,Faulty,95,"(36.50577, 83.9713)",37,Cellular,54,Daily,Jamming,Wi-Fi,compromised
VID2301,LIDAR,Faulty,114,"(70.09941, 61.34876)",84,Bluetooth,96,Weekly,None,None,compromised
VID6165,Radar,Disabled,19,"(32.22702, 51.47664)",55,Wi-Fi,14,Weekly,None,None,normal
VID7787,LIDAR,Disabled,94,"(20.9726, 66.6248)",35,Bluetooth,46,Weekly,None,None,normal
VID1423,Camera,Normal,27,"(13.28095, 88.85716)",68,Wi-Fi,0,Weekly,None,None,normal
VID6154,Radar,Disabled,16,"(55.84973, 16.79651)",69,Wi-Fi,91,Daily,Jamming,Wi-Fi,compromised
VID3485,GPS,Normal,19,"(75.10485, 43.79041)",20,Cellular,31,Weekly,None,None,normal
VID5686,Camera,Normal,7,"(60.11497, 50.51008)",72,Bluetooth,32,Daily,None,None,normal
VID4802,Camera,Normal,0,"(26.80766, 72.54862)",85,Bluetooth,24,Daily,None,None,normal
VID9195,Camera,Normal,64,"(88.43921, 58.30711)",35,Bluetooth,64,Daily,None,None,compromised
VID7848,GPS,Faulty,46,"(47.55529, 45.05417)",93,Bluetooth,67,Daily,DDoS,Zigbee,compromised
VID3439,GPS,Disabled,113,"(65.00311, 24.54798)",81,Bluetooth,51,Occasionally,DDoS,Zigbee,compromised
VID2381,ECU,Faulty,29,"(60.21136, 67.23791)",35,Bluetooth,46,Occasionally,MITM,Bluetooth,compromised
VID5102,ECU,Disabled,53,"(50.99613, 89.61833)",66,Wi-Fi,76,Weekly,Spoofing,Zigbee,compromised
VID3830,GPS,Disabled,104,"(66.42883, 85.93347)",89,Cellular,4,Daily,None,None,normal
VID4929,Radar,Disabled,113,"(38.46178, 86.64815)",91,Cellular,47,Weekly,None,None,normal
VID3550,ECU,Disabled,35,"(16.1499, 86.98688)",34,Bluetooth,46,Weekly,None,None,normal
VID4579,ECU,Disabled,108,"(20.47549, 39.17614)",48,Bluetooth,0,Occasionally,None,None,normal
VID2060,ECU,Normal,16,"(22.42122, 44.81847)",42,Bluetooth,25,Weekly,None,None,normal
VID2791,ECU,Disabled,51,"(48.00848, 75.17699)",62,Wi-Fi,43,Weekly,None,None,normal
VID2084,Camera,Normal,13,"(11.70337, 77.89052)",66,Bluetooth,58,Weekly,Jamming,Zigbee,compromised
VID9231,LIDAR,Disabled,69,"(16.6624, 34.20087)",61,Wi-Fi,23,Occasionally,None,None,normal
VID1218,ECU,Disabled,98,"(50.83499, 37.11686)",37,Bluetooth,83,Occasionally,None,None,compromised
VID9634,Camera,Disabled,23,"(34.20442, 21.39568)",25,Wi-Fi,3,Daily,None,None,normal
VID2371,Radar,Faulty,66,"(62.20205, 14.20973)",60,Cellular,63,Weekly,None,None,compromised
VID7624,Radar,Normal,5,"(78.23275, 37.98452)",60,Wi-Fi,11,Occasionally,None,None,normal
VID4437,ECU,Normal,98,"(10.39471, 50.2179)",93,Cellular,73,Daily,DDoS,Bluetooth,compromised
VID9626,LIDAR,Faulty,14,"(32.52048, 57.88859)",32,Cellular,17,Weekly,DDoS,UDP,compromised
VID5772,ECU,Normal,62,"(62.64161, 58.41003)",50,Cellular,66,Weekly,Spoofing,Zigbee,compromised
VID3007,LIDAR,Normal,18,"(55.09898, 88.64301)",29,Bluetooth,33,Daily,None,None,normal
VID3709,Camera,Disabled,1,"(60.0633, 61.07348)",51,Cellular,66,Daily,DDoS,Zigbee,compromised
VID9196,ECU,Disabled,34,"(69.93298, 74.83614)",49,Bluetooth,50,Occasionally,None,None,normal
VID1870,Camera,Normal,57,"(16.95781, 67.6649)",37,Bluetooth,24,Weekly,None,None,normal
VID7678,LIDAR,Disabled,61,"(44.51069, 78.13642)",81,Cellular,79,Daily,MITM,TCP,compromised
VID8339,Radar,Faulty,32,"(49.08111, 16.38736)",67,Wi-Fi,4,Weekly,MITM,Zigbee,compromised
VID3505,Radar,Disabled,66,"(50.13541, 82.64382)",37,Cellular,55,Weekly,None,None,compromised
VID5526,ECU,Disabled,72,"(88.46272, 40.18638)",44,Bluetooth,65,Daily,MITM,UDP,compromised
VID7302,GPS,Normal,72,"(10.79255, 14.38524)",61,Cellular,18,Daily,None,None,normal
VID3895,Radar,Faulty,110,"(63.83122, 87.61651)",51,Cellular,60,Occasionally,MITM,Wi-Fi,compromised
VID9584,LIDAR,Faulty,95,"(23.52558, 15.07348)",66,Cellular,54,Daily,None,None,compromised
VID8672,ECU,Normal,37,"(72.52846, 65.53777)",92,Bluetooth,8,Daily,None,None,normal
VID9005,Camera,Disabled,57,"(80.43679, 37.24877)",48,Cellular,53,Daily,MITM,Zigbee,compromised
VID9585,ECU,Normal,105,"(10.8128, 77.1716)",64,Wi-Fi,99,Weekly,Spoofing,Bluetooth,compromised
VID7703,Camera,Normal,13,"(11.33022, 41.49248)",82,Cellular,27,Occasionally,None,None,normal
VID3685,GPS,Disabled,73,"(32.97097, 27.35057)",46,Bluetooth,85,Daily,DDoS,Wi-Fi,compromised
VID9099,ECU,Disabled,58,"(20.48643, 41.01031)",100,Wi-Fi,38,Daily,None,None,normal
VID1933,LIDAR,Normal,63,"(32.73359, 53.5044)",71,Bluetooth,10,Occasionally,None,None,normal
VID2865,LIDAR,Faulty,48,"(22.14619, 52.65255)",84,Bluetooth,87,Daily,Jamming,Zigbee,compromised
VID1648,GPS,Disabled,118,"(57.87488, 75.45228)",32,Cellular,76,Weekly,Jamming,Wi-Fi,compromised
VID3977,Radar,Disabled,47,"(32.37387, 82.49113)",53,Wi-Fi,5,Occasionally,None,None,normal
VID7026,ECU,Disabled,59,"(37.74474, 70.30082)",73,Bluetooth,18,Daily,None,None,normal
VID2694,GPS,Disabled,55,"(84.77113, 47.09561)",82,Wi-Fi,44,Weekly,None,None,normal
VID7423,GPS,Normal,30,"(15.52509, 48.79394)",93,Bluetooth,3,Occasionally,None,None,normal
VID6585,GPS,Faulty,116,"(57.77778, 19.94496)",34,Wi-Fi,79,Daily,MITM,TCP,compromised
VID4169,LIDAR,Normal,6,"(82.13282, 18.14248)",48,Wi-Fi,0,Daily,None,None,normal
VID1156,Camera,Disabled,53,"(14.71105, 16.95197)",53,Bluetooth,12,Daily,None,None,normal
VID3389,ECU,Disabled,81,"(22.98823, 23.13363)",46,Bluetooth,28,Daily,None,None,normal
VID3014,Camera,Faulty,31,"(80.66891, 86.34052)",71,Cellular,18,Weekly,Spoofing,Bluetooth,compromised
VID8845,GPS,Disabled,24,"(19.43871, 35.88494)",48,Wi-Fi,16,Occasionally,None,None,normal
VID2514,ECU,Faulty,96,"(73.3433, 16.78111)",37,Cellular,6,Daily,DDoS,Zigbee,compromised
VID9746,GPS,Disabled,47,"(79.08192, 47.79504)",72,Cellular,18,Weekly,None,None,normal
VID8474,LIDAR,Normal,12,"(15.75005, 68.50334)",46,Wi-Fi,25,Daily,None,None,normal
VID6209,GPS,Faulty,27,"(74.8369, 39.29239)",37,Cellular,68,Occasionally,MITM,Wi-Fi,compromised
VID3896,ECU,Normal,93,"(57.25414, 63.89166)",25,Cellular,44,Occasionally,None,None,normal
VID9364,Radar,Disabled,41,"(22.13271, 34.43671)",85,Bluetooth,47,Weekly,None,None,normal
VID2310,ECU,Disabled,104,"(23.36313, 53.85848)",37,Bluetooth,44,Daily,None,None,normal
VID1683,ECU,Disabled,51,"(16.6655, 48.76925)",86,Cellular,12,Occasionally,None,None,normal
VID4893,LIDAR,Normal,31,"(52.41913, 72.63765)",64,Bluetooth,2,Weekly,None,None,normal
VID8402,ECU,Faulty,90,"(33.10185, 42.85539)",39,Bluetooth,45,Daily,Spoofing,Bluetooth,compromised
VID4697,ECU,Disabled,71,"(26.21205, 68.35439)",96,Bluetooth,92,Daily,Jamming,TCP,compromised
VID8675,ECU,Disabled,37,"(43.81539, 19.4115)",36,Wi-Fi,43,Occasionally,None,None,normal
VID3693,Radar,Disabled,93,"(78.10232, 58.53332)",70,Wi-Fi,12,Daily,None,None,normal
VID3291,ECU,Disabled,76,"(76.04949, 44.52167)",87,Bluetooth,45,Daily,None,None,normal
VID9752,GPS,Disabled,79,"(75.22862, 89.32949)",79,Cellular,46,Weekly,None,None,normal
VID9265,GPS,Disabled,74,"(48.46911, 38.21138)",76,Bluetooth,89,Occasionally,None,None,compromised
VID2260,Radar,Disabled,53,"(46.93875, 46.70635)",86,Bluetooth,92,Weekly,None,None,compromised
VID5023,LIDAR,Faulty,98,"(84.66524, 62.07279)",70,Cellular,58,Daily,None,None,compromised
VID6817,Radar,Faulty,114,"(28.83917, 89.68113)",58,Wi-Fi,92,Daily,Spoofing,TCP,compromised
VID5259,ECU,Normal,120,"(83.90243, 65.5554)",60,Wi-Fi,96,Occasionally,None,None,compromised
VID4498,Camera,Normal,31,"(15.89408, 26.51874)",28,Cellular,43,Weekly,None,None,normal
VID7963,Camera,Faulty,88,"(10.57707, 10.03036)",77,Bluetooth,3,Daily,MITM,UDP,compromised
VID6021,Camera,Disabled,14,"(37.24504, 33.88961)",24,Cellular,99,Weekly,None,None,compromised
VID4280,GPS,Disabled,83,"(89.58049, 68.61766)",43,Cellular,93,Weekly,None,None,compromised
VID2378,Camera,Disabled,78,"(81.19276, 25.5671)",58,Bluetooth,2,Weekly,None,None,normal
VID6641,LIDAR,Normal,10,"(49.60591, 49.47047)",68,Bluetooth,10,Daily,None,None,normal
VID8273,LIDAR,Normal,87,"(56.90548, 43.20758)",97,Bluetooth,28,Occasionally,None,None,normal
VID9058,LIDAR,Disabled,24,"(13.04551, 15.39627)",54,Bluetooth,25,Weekly,None,None,normal
VID2916,Radar,Disabled,52,"(89.05329, 67.06355)",99,Cellular,6,Daily,None,None,normal
VID7850,Radar,Normal,119,"(17.56705, 60.83292)",60,Bluetooth,81,Daily,Spoofing,Wi-Fi,compromised
VID3689,GPS,Normal,120,"(56.81365, 73.60839)",43,Bluetooth,2,Daily,None,None,normal
VID8942,Camera,Disabled,57,"(53.08771, 34.02157)",59,Wi-Fi,46,Weekly,None,None,normal
VID4702,ECU,Normal,73,"(51.7075, 77.83059)",66,Bluetooth,32,Daily,None,None,normal
VID5373,Camera,Normal,10,"(20.77905, 67.86448)",55,Bluetooth,5,Occasionally,None,None,normal
VID1604,Radar,Normal,58,"(58.25639, 25.78514)",38,Bluetooth,2,Weekly,None,None,normal
VID1683,Camera,Faulty,120,"(86.4684, 75.32783)",70,Wi-Fi,85,Daily,None,None,compromised
VID4755,LIDAR,Normal,32,"(76.5923, 59.26228)",36,Wi-Fi,32,Daily,None,None,normal
VID2261,Radar,Disabled,91,"(83.5932, 46.87732)",82,Wi-Fi,10,Weekly,None,None,normal
VID5821,ECU,Disabled,52,"(84.54547, 10.0243)",69,Cellular,72,Daily,Jamming,UDP,compromised
VID6844,Camera,Faulty,31,"(62.11184, 87.85241)",97,Cellular,69,Daily,None,None,compromised
VID5257,ECU,Faulty,46,"(30.13903, 17.52943)",40,Bluetooth,2,Weekly,Spoofing,UDP,compromised
VID2633,Radar,Normal,93,"(76.48883, 66.16387)",37,Wi-Fi,4,Daily,None,None,normal
VID5326,GPS,Normal,45,"(52.31438, 31.90726)",89,Wi-Fi,19,Occasionally,None,None,normal
VID2125,GPS,Faulty,104,"(73.5847, 83.48405)",23,Wi-Fi,24,Occasionally,DDoS,Zigbee,compromised
VID5408,Radar,Disabled,103,"(37.38429, 39.94226)",50,Wi-Fi,44,Daily,None,None,normal
VID6753,Camera,Faulty,32,"(77.18088, 24.74987)",31,Bluetooth,96,Occasionally,None,None,compromised
VID6120,GPS,Faulty,57,"(73.57441, 77.39253)",45,Cellular,30,Daily,MITM,Bluetooth,compromised
VID2812,LIDAR,Disabled,19,"(48.87972, 65.5234)",72,Wi-Fi,43,Daily,None,None,normal
VID1559,Camera,Disabled,20,"(10.40605, 77.99874)",90,Cellular,70,Occasionally,Spoofing,TCP,compromised
VID6716,LIDAR,Disabled,78,"(49.70662, 67.82502)",43,Cellular,1,Weekly,None,None,normal
VID7693,LIDAR,Normal,33,"(56.35194, 15.14995)",66,Bluetooth,6,Weekly,None,None,normal
VID5034,GPS,Normal,41,"(87.26837, 89.7386)",98,Bluetooth,92,Occasionally,Jamming,Wi-Fi,compromised
VID5143,LIDAR,Faulty,12,"(64.40064, 88.12868)",86,Wi-Fi,15,Occasionally,DDoS,Wi-Fi,compromised
VID2612,LIDAR,Normal,19,"(50.02117, 61.29916)",52,Bluetooth,42,Weekly,None,None,normal
VID2472,Radar,Normal,11,"(43.09386, 72.04033)",80,Cellular,80,Occasionally,MITM,TCP,compromised
VID1255,Camera,Normal,116,"(82.62599, 42.05453)",45,Bluetooth,2,Occasionally,None,None,normal
VID7414,LIDAR,Normal,10,"(55.3546, 75.94015)",28,Cellular,13,Daily,None,None,normal
VID8097,Camera,Disabled,26,"(82.68066, 60.6098)",32,Wi-Fi,14,Daily,None,None,normal
VID3452,Radar,Normal,44,"(87.84984, 28.09135)",75,Wi-Fi,97,Daily,None,None,compromised
VID3032,GPS,Disabled,46,"(67.56252, 75.29133)",98,Wi-Fi,18,Occasionally,None,None,normal
VID6267,LIDAR,Faulty,28,"(84.43482, 55.61823)",84,Bluetooth,3,Weekly,DDoS,Wi-Fi,compromised
VID8474,LIDAR,Normal,12,"(15.75005, 68.50334)",46,Wi-Fi,25,Daily,None,None,normal
VID4224,Radar,Normal,19,"(61.15925, 49.8973)",39,Wi-Fi,94,Daily,Jamming,Bluetooth,compromised
VID7435,GPS,Normal,90,"(77.87586, 43.96246)",83,Bluetooth,27,Daily,None,None,normal
VID1480,LIDAR,Disabled,117,"(56.89012, 65.1088)",67,Cellular,16,Daily,None,None,normal
VID8916,Radar,Faulty,98,"(69.922, 71.14727)",32,Cellular,83,Weekly,Spoofing,Wi-Fi,compromised
VID8161,Radar,Disabled,19,"(22.01272, 61.72433)",81,Bluetooth,50,Occasionally,None,None,normal
VID9708,Camera,Disabled,6,"(75.8524, 21.52818)",45,Wi-Fi,21,Occasionally,None,None,normal
VID3206,GPS,Normal,8,"(45.37371, 85.21744)",71,Wi-Fi,27,Daily,None,None,normal
VID2710,Radar,Disabled,24,"(38.14043, 17.48737)",31,Cellular,37,Daily,None,None,normal
VID9025,ECU,Faulty,92,"(21.27495, 24.9055)",66,Cellular,29,Occasionally,MITM,TCP,compromised
VID8354,Camera,Faulty,51,"(38.45, 82.09295)",88,Bluetooth,30,Daily,DDoS,Wi-Fi,compromised
VID6425,GPS,Disabled,56,"(15.50283, 82.44487)",37,Cellular,12,Weekly,None,None,normal
VID7207,LIDAR,Disabled,100,"(48.86564, 15.68512)",32,Bluetooth,66,Daily,Spoofing,TCP,compromised
VID8080,Radar,Disabled,81,"(20.38535, 33.2657)",44,Cellular,29,Daily,None,None,normal
VID1953,ECU,Faulty,81,"(75.04182, 17.34745)",41,Wi-Fi,14,Daily,Jamming,Wi-Fi,compromised
VID3623,ECU,Disabled,24,"(15.45484, 57.41615)",47,Bluetooth,17,Daily,None,None,normal
VID4572,GPS,Faulty,74,"(19.56763, 62.56744)",30,Bluetooth,69,Daily,Spoofing,Zigbee,compromised
VID2963,Radar,Normal,109,"(73.00587, 86.53839)",89,Wi-Fi,35,Weekly,None,None,normal
VID9245,Radar,Disabled,90,"(72.62954, 20.51552)",56,Wi-Fi,49,Weekly,None,None,normal
VID6477,Radar,Disabled,24,"(44.49181, 74.4557)",40,Bluetooth,26,Weekly,None,None,normal
VID5933,GPS,Faulty,20,"(70.91228, 73.40154)",70,Wi-Fi,97,Weekly,Jamming,Zigbee,compromised
VID7959,LIDAR,Normal,49,"(23.83563, 17.93331)",60,Wi-Fi,32,Weekly,None,None,normal
VID2132,LIDAR,Disabled,27,"(45.71022, 16.03282)",70,Cellular,40,Occasionally,None,None,normal
VID1329,Camera,Disabled,85,"(70.21419, 26.18919)",88,Cellular,97,Weekly,Jamming,TCP,compromised
VID3317,Radar,Faulty,83,"(53.93696, 45.53649)",81,Wi-Fi,74,Daily,None,None,compromised
VID9035,Radar,Faulty,10,"(31.21258, 36.44435)",44,Cellular,37,Occasionally,Jamming,Zigbee,compromised
VID4786,ECU,Faulty,64,"(61.4692, 19.54077)",78,Cellular,15,Occasionally,None,None,compromised
VID3534,Radar,Faulty,84,"(56.59517, 60.23207)",24,Wi-Fi,72,Weekly,None,None,compromised
VID2212,Camera,Normal,17,"(47.50228, 73.19077)",46,Bluetooth,35,Daily,None,None,normal
VID9806,Radar,Normal,40,"(74.01898, 49.08311)",31,Bluetooth,86,Daily,Jamming,Bluetooth,compromised
VID1652,Camera,Normal,68,"(14.20577, 15.42492)",71,Wi-Fi,89,Daily,Spoofing,Zigbee,compromised
VID6424,Radar,Normal,96,"(37.64149, 87.32204)",71,Cellular,6,Occasionally,None,None,normal
VID1840,LIDAR,Normal,2,"(30.13283, 43.12848)",94,Cellular,88,Daily,MITM,Wi-Fi,compromised
VID1137,Radar,Disabled,84,"(38.17811, 73.02782)",89,Wi-Fi,92,Occasionally,MITM,Bluetooth,compromised
VID4787,Camera,Disabled,66,"(25.10552, 80.6687)",86,Wi-Fi,76,Daily,None,None,compromised
VID5446,ECU,Normal,15,"(87.04877, 32.60894)",85,Wi-Fi,43,Weekly,None,None,normal
VID2278,Radar,Normal,39,"(50.07766, 52.0273)",25,Wi-Fi,31,Weekly,None,None,normal
VID4683,Radar,Disabled,109,"(81.5656, 21.37732)",91,Bluetooth,41,Weekly,None,None,normal
VID1493,Camera,Normal,33,"(19.26473, 55.1449)",63,Wi-Fi,4,Occasionally,None,None,normal
VID7535,Camera,Normal,19,"(69.60985, 70.18193)",73,Bluetooth,33,Daily,None,None,normal
VID4026,LIDAR,Faulty,29,"(49.47958, 39.91914)",34,Wi-Fi,25,Occasionally,MITM,Zigbee,compromised
VID2207,Camera,Disabled,117,"(84.08735, 76.53159)",42,Wi-Fi,10,Weekly,None,None,normal
VID4282,LIDAR,Disabled,71,"(75.15298, 75.4513)",90,Wi-Fi,22,Weekly,None,None,normal
VID8993,LIDAR,Normal,85,"(75.26933, 54.08741)",62,Wi-Fi,38,Weekly,None,None,normal
VID1396,ECU,Disabled,59,"(63.47779, 75.66852)",80,Wi-Fi,75,Occasionally,Spoofing,Bluetooth,compromised
VID5202,Radar,Faulty,99,"(28.30978, 54.49349)",45,Cellular,88,Daily,MITM,UDP,compromised
VID3273,LIDAR,Disabled,79,"(12.07788, 29.04174)",40,Wi-Fi,43,Weekly,None,None,normal
VID2784,GPS,Disabled,41,"(36.11297, 28.96663)",26,Bluetooth,5,Occasionally,None,None,normal
VID7659,LIDAR,Normal,107,"(52.4863, 14.01587)",41,Bluetooth,86,Daily,Spoofing,TCP,compromised
VID5926,GPS,Faulty,99,"(24.75656, 60.36275)",76,Wi-Fi,86,Occasionally,Spoofing,Bluetooth,compromised
VID7884,LIDAR,Disabled,25,"(77.09652, 87.80635)",45,Bluetooth,12,Daily,None,None,normal
VID7246,Camera,Disabled,7,"(61.22613, 83.40798)",61,Wi-Fi,45,Occasionally,None,None,normal
VID1496,Camera,Normal,39,"(47.02034, 35.21209)",98,Bluetooth,50,Occasionally,None,None,normal
VID6154,LIDAR,Disabled,2,"(64.24293, 70.41535)",89,Wi-Fi,39,Occasionally,None,None,normal
VID5479,ECU,Normal,119,"(20.84285, 12.12748)",64,Bluetooth,38,Occasionally,None,None,normal
VID9847,Radar,Normal,69,"(82.38294, 16.83801)",61,Bluetooth,49,Daily,None,None,normal
VID8641,ECU,Disabled,87,"(12.32489, 88.95634)",57,Bluetooth,83,Occasionally,None,None,compromised
VID9439,LIDAR,Normal,52,"(80.31448, 68.60635)",22,Wi-Fi,39,Occasionally,None,None,normal
VID5373,Camera,Normal,10,"(20.77905, 67.86448)",55,Bluetooth,5,Occasionally,None,None,normal
VID8285,LIDAR,Faulty,58,"(34.26429, 76.80728)",22,Cellular,86,Weekly,Spoofing,Bluetooth,compromised
VID4267,Camera,Normal,75,"(32.50542, 55.82237)",21,Cellular,32,Daily,None,None,normal
VID8847,Radar,Disabled,82,"(47.23946, 72.83371)",96,Bluetooth,35,Weekly,None,None,normal
VID7337,ECU,Disabled,41,"(51.07969, 23.16356)",78,Wi-Fi,7,Weekly,None,None,normal
VID9676,GPS,Faulty,45,"(19.64629, 26.76851)",46,Wi-Fi,91,Daily,Spoofing,Wi-Fi,compromised
VID2128,Camera,Disabled,24,"(70.66161, 33.63833)",57,Cellular,0,Occasionally,None,None,normal
VID4248,Camera,Normal,15,"(33.3609, 78.14634)",48,Bluetooth,32,Weekly,None,None,normal
VID4899,GPS,Disabled,81,"(16.45962, 42.49394)",87,Cellular,6,Daily,None,None,normal
VID2483,GPS,Disabled,119,"(50.22035, 39.60858)",74,Cellular,61,Occasionally,None,None,compromised
VID7855,ECU,Faulty,71,"(64.0562, 27.02094)",27,Cellular,35,Daily,Jamming,Bluetooth,compromised
VID3374,ECU,Normal,88,"(66.29014, 20.15916)",42,Wi-Fi,24,Weekly,None,None,normal
VID5640,Radar,Faulty,12,"(89.82798, 58.3719)",66,Bluetooth,53,Occasionally,MITM,UDP,compromised
VID7577,LIDAR,Normal,90,"(10.32208, 43.88618)",89,Bluetooth,21,Occasionally,None,None,normal
VID1532,Camera,Normal,18,"(82.01465, 63.12242)",77,Cellular,42,Occasionally,None,None,normal
VID5045,Radar,Faulty,56,"(64.86232, 55.84598)",38,Cellular,46,Weekly,Spoofing,TCP,compromised
VID3039,ECU,Normal,67,"(70.82037, 50.53563)",59,Cellular,23,Weekly,None,None,normal
VID3907,Radar,Disabled,17,"(61.18103, 21.00363)",51,Cellular,4,Occasionally,None,None,normal
VID9003,Radar,Disabled,5,"(27.15858, 48.25146)",93,Wi-Fi,55,Weekly,Jamming,TCP,compromised
VID6262,GPS,Faulty,38,"(10.07524, 12.25319)",73,Cellular,71,Occasionally,Spoofing,UDP,compromised
VID7316,LIDAR,Disabled,70,"(64.13016, 50.87828)",51,Wi-Fi,34,Daily,None,None,normal
VID8722,Camera,Normal,40,"(33.02477, 56.81109)",33,Bluetooth,1,Daily,None,None,normal
VID3317,LIDAR,Normal,53,"(74.82995, 87.89712)",69,Wi-Fi,10,Occasionally,None,None,normal
VID4544,Radar,Faulty,105,"(49.23174, 21.38191)",44,Bluetooth,54,Daily,MITM,UDP,compromised
VID9601,ECU,Normal,32,"(88.87993, 78.79533)",84,Wi-Fi,54,Daily,DDoS,Bluetooth,compromised
VID8797,ECU,Faulty,113,"(80.48164, 72.83366)",24,Cellular,21,Weekly,None,None,compromised
VID3987,GPS,Disabled,26,"(32.78469, 79.47645)",74,Cellular,99,Daily,None,None,compromised
VID8221,ECU,Disabled,114,"(44.16541, 26.27575)",62,Cellular,28,Occasionally,None,None,normal
VID4096,LIDAR,Disabled,2,"(21.80879, 84.11687)",80,Cellular,12,Occasionally,None,None,normal
VID9880,LIDAR,Normal,57,"(80.06464, 31.78889)",29,Bluetooth,34,Occasionally,None,None,normal
VID3133,Camera,Faulty,120,"(61.34461, 13.08076)",54,Wi-Fi,1,Weekly,MITM,Bluetooth,compromised
VID7219,Camera,Disabled,45,"(26.0494, 41.52119)",32,Bluetooth,97,Daily,MITM,Bluetooth,compromised
VID9721,Camera,Faulty,64,"(58.9832, 74.63296)",65,Cellular,48,Daily,DDoS,Bluetooth,compromised
VID6227,Radar,Normal,70,"(37.9474, 46.21575)",81,Bluetooth,62,Occasionally,DDoS,Zigbee,compromised
VID8439,LIDAR,Faulty,72,"(58.77923, 58.64169)",33,Bluetooth,0,Daily,Spoofing,Zigbee,compromised
VID9640,Radar,Disabled,74,"(44.54006, 78.91673)",28,Wi-Fi,85,Daily,None,None,compromised
VID9530,Camera,Normal,18,"(23.19754, 51.50487)",34,Bluetooth,32,Occasionally,None,None,normal
VID2417,ECU,Disabled,58,"(10.33748, 83.85452)",28,Wi-Fi,6,Occasionally,None,None,normal
VID7362,ECU,Normal,77,"(47.37614, 30.4729)",83,Wi-Fi,3,Daily,None,None,normal
VID2180,GPS,Faulty,55,"(24.2524, 36.94116)",49,Wi-Fi,91,Weekly,Jamming,TCP,compromised
VID2552,Radar,Disabled,69,"(55.1583, 87.6583)",33,Bluetooth,92,Weekly,Jamming,UDP,compromised
VID4369,Radar,Disabled,18,"(69.58805, 86.55543)",53,Wi-Fi,20,Daily,None,None,normal
VID1654,ECU,Disabled,80,"(62.31374, 41.17344)",58,Bluetooth,61,Occasionally,Spoofing,UDP,compromised
VID4970,Radar,Disabled,87,"(16.80348, 10.10709)",62,Bluetooth,38,Occasionally,None,None,normal
VID8948,LIDAR,Faulty,101,"(37.858, 20.02709)",59,Bluetooth,76,Daily,MITM,UDP,compromised
VID3216,ECU,Disabled,41,"(82.37726, 73.28041)",49,Cellular,19,Occasionally,None,None,normal
VID5042,ECU,Disabled,100,"(35.99433, 47.95487)",99,Wi-Fi,32,Daily,None,None,normal
VID4174,GPS,Normal,110,"(33.10538, 21.55207)",38,Cellular,0,Weekly,None,None,normal
VID6959,Radar,Normal,82,"(33.87691, 80.02032)",89,Cellular,100,Weekly,Spoofing,TCP,compromised
VID9200,Radar,Disabled,45,"(23.63473, 87.24542)",26,Wi-Fi,48,Weekly,None,None,normal
VID8564,Camera,Disabled,63,"(57.3951, 84.74394)",29,Wi-Fi,68,Occasionally,MITM,Wi-Fi,compromised
VID6728,ECU,Faulty,89,"(31.97523, 45.76631)",62,Cellular,59,Daily,Jamming,Zigbee,compromised
VID7205,Camera,Faulty,69,"(53.2923, 14.60035)",47,Cellular,93,Weekly,Jamming,Wi-Fi,compromised
VID9550,GPS,Normal,89,"(82.69591, 24.63441)",80,Wi-Fi,68,Occasionally,Spoofing,Zigbee,compromised
VID2105,Camera,Faulty,118,"(34.76084, 13.7496)",33,Bluetooth,4,Occasionally,MITM,Zigbee,compromised
