Device ID,Device Name,Battery Level (%),Temperature (°C),Signal Strength (%),Operational Hours,Maintenance Status,Criticality Level,Threat Detection Alerts,Firmware Vulnerabilities,Environment Type,Service Interval (days),Event Logs,Calibration Status,Device Health
ID4847,Surveillance Camera,31,45,71,336,Yes,Low,15,5,Urban,31,50,Yes,normal
ID2935,Body Armor Sensor,40,24,67,235,Yes,Low,15,3,Desert,69,89,No,compromised
ID7172,Surveillance Camera,84,23,39,492,Yes,High,37,2,Arctic,163,27,Yes,normal
ID8902,Drone,27,59,45,186,Yes,High,68,0,Forest,84,184,No,compromised
ID9651,Drone,30,26,48,431,Yes,Low,66,5,Arctic,169,27,No,compromised
ID8541,Body Armor Sensor,98,30,78,420,No,High,49,2,Urban,129,113,No,compromised
ID7044,Weapon System,94,43,67,243,Yes,High,16,0,Urban,119,12,Yes,normal
ID1965,Body Armor Sensor,95,39,33,318,No,Low,8,4,Forest,162,154,Yes,compromised
ID5385,Radar System,70,3,37,170,Yes,Low,3,0,Forest,167,0,Yes,normal
ID3780,Body Armor Sensor,46,5,73,300,Yes,High,15,1,Desert,33,29,Yes,normal
ID4060,Weapon System,82,-7,100,166,Yes,Medium,19,2,Arctic,103,0,Yes,normal
ID4440,Surveillance Camera,65,-3,79,343,No,High,17,2,Arctic,112,2,Yes,compromised
ID1585,Surveillance Camera,82,34,44,178,Yes,Medium,27,0,Urban,81,83,Yes,normal
ID3389,Drone,65,35,48,371,Yes,Medium,42,4,Arctic,148,5,Yes,normal
ID3916,Radar System,21,-7,65,426,Yes,High,93,1,Desert,97,184,No,compromised
ID8727,Radar System,23,13,21,386,Yes,Medium,93,5,Desert,92,97,Yes,compromised
ID5495,Weapon System,69,-7,58,118,No,Low,26,5,Forest,135,42,Yes,compromised
ID9679,Radar System,61,50,94,211,No,Low,70,0,Desert,33,132,No,compromised
ID2781,Unmanned Ground Vehicle,15,43,42,190,Yes,Medium,93,0,Desert,126,33,Yes,compromised
ID6926,Surveillance Camera,91,12,67,141,Yes,Low,5,2,Desert,132,16,Yes,normal
ID2990,Weapon System,42,52,39,182,Yes,High,79,0,Urban,60,136,No,compromised
ID4014,Weapon System,64,28,27,335,No,Low,12,3,Forest,133,170,Yes,compromised
ID7976,Body Armor Sensor,22,11,80,465,Yes,High,34,3,Arctic,104,37,Yes,normal
ID2868,Communication Equipment,84,42,22,318,No,Low,36,1,Arctic,126,105,No,compromised
ID9954,Unmanned Ground Vehicle,84,-9,50,304,No,High,93,1,Arctic,175,71,Yes,compromised
ID3873,Drone,65,5,70,417,No,Medium,27,2,Arctic,48,127,Yes,compromised
ID8512,Drone,48,56,74,299,No,High,98,5,Arctic,105,137,No,compromised
ID1510,Radar System,73,53,55,419,No,Medium,53,1,Urban,146,64,No,compromised
ID6119,Radar System,93,45,50,328,No,High,15,0,Forest,177,54,No,compromised
ID2784,Communication Equipment,80,10,76,282,Yes,Medium,9,4,Desert,158,12,Yes,normal
ID2921,Unmanned Ground Vehicle,33,34,33,307,Yes,Medium,30,2,Urban,72,54,Yes,normal
ID7795,Body Armor Sensor,86,49,67,359,Yes,High,24,0,Desert,49,26,No,compromised
ID8163,Unmanned Ground Vehicle,13,-1,49,378,Yes,High,64,5,Desert,42,86,No,compromised
ID4008,Radar System,65,1,61,441,Yes,Low,48,2,Forest,102,89,Yes,normal
ID3148,Drone,41,21,69,135,Yes,Low,48,4,Arctic,145,63,Yes,normal
ID8143,Weapon System,90,21,43,317,No,Medium,100,0,Forest,103,152,Yes,compromised
ID2176,Body Armor Sensor,86,33,54,449,Yes,High,27,4,Urban,130,18,Yes,normal
ID4393,Unmanned Ground Vehicle,37,47,53,132,No,High,16,2,Urban,98,47,Yes,compromised
ID3653,Radar System,53,4,92,101,No,Medium,6,3,Desert,90,131,No,compromised
ID5890,Radar System,37,-3,40,417,Yes,High,32,2,Desert,107,88,Yes,normal
ID2356,Drone,70,48,33,152,No,Low,93,2,Forest,126,87,No,compromised
ID4709,Radar System,77,49,96,443,Yes,High,36,2,Arctic,81,53,Yes,normal
ID3876,Weapon System,95,12,46,347,Yes,Medium,59,5,Forest,53,107,No,compromised
ID6407,Surveillance Camera,30,24,98,492,Yes,High,26,3,Desert,67,14,Yes,normal
ID5633,Weapon System,49,21,71,196,Yes,Low,70,0,Arctic,63,61,No,compromised
ID7217,Unmanned Ground Vehicle,81,40,55,121,Yes,Low,38,2,Arctic,146,53,Yes,normal
ID5681,Weapon System,71,24,88,244,Yes,Medium,32,2,Arctic,100,64,Yes,normal
ID6432,Weapon System,31,9,100,467,Yes,Low,54,4,Desert,161,156,No,compromised
ID1046,Surveillance Camera,71,9,40,364,No,Low,65,1,Forest,168,45,Yes,compromised
ID7794,Body Armor Sensor,76,0,48,201,Yes,Medium,16,2,Desert,103,47,Yes,normal
ID4957,Body Armor Sensor,44,39,83,346,Yes,Low,11,5,Arctic,169,88,No,compromised
ID7093,Surveillance Camera,86,16,49,469,Yes,Medium,24,2,Forest,168,136,No,compromised
ID5396,Body Armor Sensor,42,33,95,291,Yes,High,24,4,Urban,126,77,Yes,normal
ID1356,Body Armor Sensor,94,33,37,489,Yes,High,36,0,Desert,150,32,Yes,normal
ID2516,Body Armor Sensor,15,16,69,270,No,Medium,8,4,Desert,64,87,No,compromised
ID2390,Radar System,56,36,29,216,No,Medium,45,5,Arctic,86,148,Yes,compromised
ID8314,Surveillance Camera,95,-10,53,242,No,Medium,0,1,Urban,173,90,No,compromised
ID9964,Radar System,38,32,75,441,Yes,Low,5,2,Desert,179,25,Yes,normal
ID1389,Body Armor Sensor,98,6,49,199,Yes,High,41,1,Desert,103,90,Yes,normal
ID2156,Communication Equipment,38,9,22,342,Yes,Low,12,3,Forest,118,21,No,compromised
ID3455,Body Armor Sensor,73,53,63,269,No,High,4,4,Arctic,170,54,Yes,compromised
ID5549,Surveillance Camera,68,40,31,253,No,Low,27,4,Forest,159,72,Yes,compromised
ID7370,Weapon System,50,49,52,339,Yes,Low,38,3,Forest,140,105,Yes,compromised
ID8623,Unmanned Ground Vehicle,38,18,77,228,Yes,Low,15,0,Urban,141,30,No,compromised
ID7973,Radar System,22,49,79,310,Yes,Low,36,3,Urban,56,55,Yes,normal
ID7550,Drone,81,35,76,208,Yes,Low,26,2,Forest,47,71,Yes,normal
ID9762,Surveillance Camera,70,42,60,255,Yes,High,48,2,Arctic,167,15,Yes,normal
ID6675,Weapon System,20,51,67,450,No,Low,47,5,Arctic,119,167,No,compromised
ID5310,Body Armor Sensor,54,53,88,349,Yes,Low,74,3,Urban,65,123,Yes,compromised
ID2120,Unmanned Ground Vehicle,98,-3,99,240,Yes,High,27,0,Urban,168,58,Yes,normal
ID3705,Drone,91,6,57,307,Yes,Medium,18,0,Arctic,144,9,Yes,normal
ID9884,Communication Equipment,77,-7,80,368,Yes,Medium,14,4,Arctic,162,91,Yes,normal
ID8607,Unmanned Ground Vehicle,79,20,73,133,Yes,Low,27,3,Arctic,108,25,Yes,normal
ID9692,Drone,31,30,81,339,No,High,0,3,Forest,99,152,Yes,compromised
ID1662,Weapon System,38,12,79,134,Yes,High,32,3,Forest,101,61,Yes,normal
ID2967,Communication Equipment,13,42,53,459,Yes,Medium,52,1,Arctic,167,62,No,compromised
ID5099,Radar System,87,48,75,321,Yes,Medium,84,4,Desert,46,181,Yes,compromised
ID6966,Drone,35,33,70,293,Yes,High,43,1,Forest,62,89,Yes,normal
ID3303,Surveillance Camera,64,55,37,466,Yes,High,70,3,Arctic,137,8,Yes,compromised
ID1249,Radar System,74,8,31,401,Yes,High,39,1,Desert,55,15,Yes,normal
ID3610,Drone,57,-3,86,243,Yes,Low,39,0,Forest,34,81,Yes,normal
ID5573,Unmanned Ground Vehicle,38,-3,93,146,Yes,Low,42,5,Desert,155,85,Yes,normal
ID3466,Weapon System,81,14,93,210,Yes,Low,78,2,Urban,89,106,No,compromised
ID7071,Weapon System,86,39,37,425,Yes,Low,20,0,Forest,59,22,Yes,normal
ID6799,Body Armor Sensor,23,47,78,320,Yes,High,0,1,Urban,117,94,Yes,normal
ID6010,Surveillance Camera,44,-6,45,166,Yes,Low,40,4,Arctic,89,98,Yes,normal
ID1432,Surveillance Camera,75,3,58,381,Yes,High,36,1,Urban,75,75,Yes,normal
ID2667,Body Armor Sensor,17,54,69,107,Yes,Medium,57,0,Arctic,88,140,No,compromised
ID3724,Surveillance Camera,40,50,56,203,Yes,Low,36,4,Forest,158,26,Yes,normal
ID8290,Drone,22,59,67,331,Yes,Medium,21,5,Urban,77,43,No,compromised
ID9817,Weapon System,55,29,97,299,No,High,50,2,Desert,38,123,No,compromised
ID3256,Unmanned Ground Vehicle,64,-4,40,146,No,High,7,3,Forest,158,162,Yes,compromised
ID2231,Body Armor Sensor,59,46,72,323,No,High,58,2,Forest,124,56,No,compromised
ID9868,Body Armor Sensor,26,2,83,309,Yes,Low,49,5,Urban,98,58,Yes,normal
ID8665,Weapon System,11,57,59,305,No,Medium,32,3,Urban,178,156,Yes,compromised
ID5657,Body Armor Sensor,38,29,48,295,Yes,Medium,80,0,Desert,172,97,Yes,compromised
ID1514,Body Armor Sensor,41,17,46,480,No,Low,38,3,Urban,142,6,No,compromised
ID5171,Radar System,33,21,76,226,Yes,Low,21,0,Urban,130,98,Yes,normal
ID5496,Communication Equipment,29,26,96,241,Yes,High,3,2,Urban,128,17,Yes,normal
ID6821,Surveillance Camera,100,-8,30,487,No,Medium,28,4,Forest,84,51,No,compromised
ID6077,Surveillance Camera,80,-9,36,414,No,Medium,82,4,Arctic,62,113,Yes,compromised
ID4734,Communication Equipment,89,24,64,230,Yes,High,13,2,Forest,176,60,Yes,normal
ID9050,Radar System,84,35,83,334,Yes,Medium,43,5,Desert,108,74,Yes,normal
ID5947,Communication Equipment,80,48,85,351,Yes,Medium,29,3,Arctic,142,89,Yes,normal
ID8063,Surveillance Camera,80,39,89,458,No,Medium,67,2,Urban,144,21,No,compromised
ID8414,Unmanned Ground Vehicle,93,46,98,143,Yes,Medium,23,0,Desert,100,81,Yes,normal
ID5939,Communication Equipment,37,56,71,228,Yes,Medium,69,5,Forest,44,1,No,compromised
ID9153,Communication Equipment,33,21,41,375,Yes,High,15,3,Desert,144,97,Yes,normal
ID2957,Drone,42,44,71,288,No,High,86,4,Urban,56,6,No,compromised
ID2080,Weapon System,21,5,54,204,Yes,Low,48,4,Urban,76,16,Yes,normal
ID2518,Body Armor Sensor,29,17,61,487,Yes,Medium,20,5,Desert,58,60,Yes,normal
ID1108,Drone,79,14,55,426,Yes,Medium,35,4,Forest,113,186,No,compromised
ID5612,Drone,64,24,34,372,No,High,3,0,Urban,144,33,No,compromised
ID6218,Unmanned Ground Vehicle,62,44,91,194,Yes,Medium,6,4,Urban,159,85,Yes,normal
ID8267,Communication Equipment,48,29,34,422,No,Medium,96,0,Urban,61,97,No,compromised
ID2160,Drone,25,33,38,379,Yes,High,33,5,Forest,157,38,Yes,normal
ID2808,Communication Equipment,33,44,26,137,Yes,High,86,1,Urban,45,147,Yes,compromised
ID3293,Unmanned Ground Vehicle,80,-6,42,119,Yes,Low,33,1,Desert,54,64,Yes,normal
ID6770,Body Armor Sensor,49,41,90,181,Yes,Medium,15,1,Desert,49,73,Yes,normal
ID2289,Weapon System,71,29,57,391,Yes,Low,17,1,Arctic,106,34,Yes,normal
ID6201,Body Armor Sensor,62,16,90,270,Yes,Low,29,1,Desert,142,63,Yes,normal
ID9920,Surveillance Camera,66,7,26,466,No,Low,15,0,Desert,90,153,No,compromised
ID8879,Drone,69,25,33,374,Yes,Medium,27,1,Forest,101,1,No,compromised
ID3750,Communication Equipment,77,-6,68,361,Yes,Low,9,2,Desert,51,83,Yes,normal
ID6553,Weapon System,100,7,51,106,Yes,Low,9,0,Arctic,40,18,Yes,normal
ID2531,Drone,49,2,32,457,Yes,Medium,3,3,Urban,73,4,Yes,normal
ID6541,Communication Equipment,96,18,97,241,Yes,High,14,2,Arctic,141,67,Yes,normal
ID3592,Radar System,43,-5,26,420,No,Low,48,3,Forest,113,92,No,compromised
ID7512,Body Armor Sensor,73,-8,45,442,Yes,Medium,7,0,Arctic,75,18,Yes,normal
ID9305,Weapon System,74,41,83,490,Yes,High,3,0,Arctic,121,29,Yes,normal
ID3536,Unmanned Ground Vehicle,58,-2,36,399,No,High,48,3,Arctic,159,29,Yes,compromised
ID8749,Drone,78,36,96,465,Yes,Medium,13,5,Desert,126,3,Yes,normal
ID1556,Radar System,77,53,70,239,Yes,Low,78,4,Forest,33,198,No,compromised
ID6615,Communication Equipment,67,24,41,356,Yes,Medium,9,3,Forest,161,25,Yes,normal
ID2329,Weapon System,86,-2,43,145,No,Medium,99,4,Arctic,123,86,Yes,compromised
ID4937,Surveillance Camera,96,-8,56,327,No,Medium,71,2,Desert,159,111,Yes,compromised
ID1612,Communication Equipment,65,26,40,322,Yes,Low,33,0,Urban,48,99,Yes,normal
ID2351,Radar System,74,46,31,496,Yes,High,0,3,Urban,76,84,Yes,normal
ID7174,Drone,93,6,64,380,Yes,Low,32,1,Urban,79,90,Yes,normal
ID3492,Unmanned Ground Vehicle,23,-6,84,198,Yes,Medium,14,1,Urban,71,96,Yes,normal
ID6663,Drone,29,33,22,103,No,High,84,5,Desert,67,26,No,compromised
ID8049,Radar System,40,10,76,475,Yes,Low,5,5,Forest,144,18,Yes,normal
ID1927,Body Armor Sensor,34,25,95,370,No,High,83,0,Urban,140,100,Yes,compromised
ID2455,Drone,23,50,57,178,Yes,Low,10,3,Urban,168,56,Yes,normal
ID1222,Surveillance Camera,21,23,57,256,Yes,High,39,0,Urban,64,21,Yes,normal
ID3292,Weapon System,20,2,32,333,Yes,High,95,4,Arctic,76,196,Yes,compromised
ID3710,Surveillance Camera,22,24,37,455,Yes,High,3,5,Desert,143,5,Yes,normal
ID2339,Unmanned Ground Vehicle,99,24,82,458,No,Low,10,1,Arctic,89,146,No,compromised
ID4980,Radar System,80,34,97,449,Yes,Medium,61,2,Arctic,179,113,No,compromised
ID5804,Radar System,69,-6,60,139,Yes,Medium,37,4,Arctic,32,10,Yes,normal
ID4520,Body Armor Sensor,77,35,33,212,Yes,Medium,31,1,Forest,114,42,Yes,normal
ID2047,Radar System,40,19,50,173,Yes,Medium,7,0,Arctic,64,10,Yes,normal
ID3869,Communication Equipment,91,30,68,233,Yes,High,50,0,Desert,150,185,Yes,compromised
ID4397,Unmanned Ground Vehicle,81,29,42,349,Yes,Low,12,3,Desert,67,44,Yes,normal
ID9944,Drone,71,0,47,199,Yes,High,34,4,Urban,118,59,Yes,normal
ID2488,Radar System,60,27,79,306,Yes,High,33,2,Desert,139,97,Yes,normal
ID5348,Radar System,81,17,34,109,Yes,High,16,0,Desert,90,18,Yes,normal
ID4473,Body Armor Sensor,31,12,62,461,Yes,Medium,28,4,Desert,58,63,Yes,normal
ID7527,Weapon System,89,-6,62,428,Yes,Medium,30,2,Urban,125,80,Yes,normal
ID7104,Drone,71,38,33,114,No,High,79,3,Desert,37,46,No,compromised
ID3094,Drone,29,33,37,112,No,Low,41,2,Urban,102,124,No,compromised
ID9096,Radar System,77,58,54,437,Yes,Medium,0,3,Desert,109,31,No,compromised
ID7141,Drone,55,15,84,420,No,Medium,35,1,Arctic,53,165,Yes,compromised
ID2550,Surveillance Camera,47,4,40,276,No,Low,51,5,Desert,177,74,No,compromised
ID8691,Radar System,75,13,87,152,Yes,High,1,4,Urban,47,76,Yes,normal
ID5823,Weapon System,72,37,92,440,No,Medium,37,5,Forest,49,102,No,compromised
ID2752,Radar System,60,20,79,164,Yes,Medium,2,0,Urban,87,68,Yes,normal
ID8908,Radar System,49,54,26,384,No,Low,62,0,Arctic,152,134,Yes,compromised
ID9201,Drone,100,37,81,488,Yes,Medium,28,0,Urban,31,153,No,compromised
ID5073,Body Armor Sensor,49,-3,61,367,No,Low,77,4,Forest,37,197,Yes,compromised
ID6062,Unmanned Ground Vehicle,45,23,27,367,No,High,86,4,Arctic,128,100,No,compromised
ID1749,Unmanned Ground Vehicle,85,54,83,225,Yes,Medium,21,3,Forest,136,103,Yes,compromised
ID6520,Communication Equipment,43,39,98,150,Yes,Low,22,5,Desert,107,97,Yes,normal
ID5261,Body Armor Sensor,69,26,36,193,Yes,Medium,2,1,Arctic,107,82,Yes,normal
ID5705,Unmanned Ground Vehicle,55,39,95,275,No,Low,87,2,Desert,67,152,Yes,compromised
ID7850,Body Armor Sensor,37,41,49,301,Yes,Medium,71,3,Arctic,103,193,No,compromised
ID9378,Unmanned Ground Vehicle,84,5,84,439,Yes,Medium,28,1,Desert,112,100,Yes,normal
ID6028,Unmanned Ground Vehicle,80,42,55,492,Yes,Low,81,2,Arctic,57,88,Yes,compromised
ID2674,Drone,49,6,20,127,Yes,High,91,3,Desert,128,26,No,compromised
ID7019,Surveillance Camera,72,-5,56,410,Yes,Medium,5,4,Forest,99,1,Yes,normal
ID3468,Radar System,11,4,57,118,Yes,Low,32,0,Forest,170,30,Yes,compromised
ID1920,Body Armor Sensor,73,-6,84,380,Yes,Medium,50,3,Urban,149,10,Yes,normal
ID8091,Radar System,22,43,74,310,No,Low,62,5,Urban,84,85,Yes,compromised
ID1641,Body Armor Sensor,63,47,47,256,No,High,9,4,Forest,154,195,Yes,compromised
ID1457,Drone,59,50,78,373,No,Medium,61,4,Urban,103,97,No,compromised
ID1273,Drone,32,-6,65,485,Yes,High,24,2,Forest,140,21,Yes,normal
ID9649,Unmanned Ground Vehicle,20,18,67,230,Yes,Medium,21,0,Forest,34,63,Yes,normal
ID2849,Radar System,20,28,30,142,No,High,8,4,Desert,150,129,Yes,compromised
ID7685,Unmanned Ground Vehicle,51,56,77,282,No,Low,9,3,Urban,162,5,Yes,compromised
ID2117,Radar System,21,-3,65,221,Yes,Medium,27,2,Arctic,73,91,Yes,normal
ID4288,Body Armor Sensor,72,20,36,193,Yes,High,17,5,Urban,134,27,Yes,normal
ID1186,Drone,40,20,100,121,Yes,Medium,39,1,Urban,115,30,Yes,normal
ID3771,Unmanned Ground Vehicle,44,45,85,218,Yes,Low,8,5,Urban,64,5,Yes,normal
ID7713,Weapon System,33,4,94,233,Yes,Low,30,2,Forest,86,1,Yes,normal
ID6406,Body Armor Sensor,29,-6,78,435,No,Low,62,5,Desert,101,74,No,compromised
ID3977,Unmanned Ground Vehicle,74,24,97,283,Yes,Low,39,1,Urban,95,66,Yes,normal
ID7971,Unmanned Ground Vehicle,23,60,25,316,Yes,Low,25,3,Arctic,95,117,Yes,compromised
ID4703,Drone,83,20,89,489,Yes,High,50,4,Arctic,44,49,Yes,normal
ID3960,Unmanned Ground Vehicle,47,45,88,321,Yes,Medium,50,2,Forest,132,62,Yes,normal
ID9712,Communication Equipment,59,-7,62,297,No,Medium,90,3,Desert,58,106,No,compromised
ID8268,Surveillance Camera,49,36,36,486,No,Low,6,1,Forest,58,146,Yes,compromised
ID5058,Body Armor Sensor,62,47,66,261,No,Low,28,5,Arctic,143,25,No,compromised
ID2288,Drone,90,44,75,452,No,Medium,38,1,Forest,135,94,Yes,compromised
ID9281,Weapon System,77,-4,63,232,Yes,Low,41,2,Forest,132,95,Yes,normal
ID6948,Weapon System,94,37,37,126,Yes,High,46,1,Desert,137,139,No,compromised
ID9443,Weapon System,48,21,55,262,Yes,Low,22,3,Urban,145,78,Yes,normal
ID2590,Weapon System,89,28,76,256,No,Medium,80,3,Desert,108,36,Yes,compromised
ID1957,Drone,34,21,47,152,Yes,Low,15,1,Urban,83,7,Yes,normal
ID9549,Drone,30,18,25,491,No,Low,51,3,Arctic,109,71,Yes,compromised
ID6050,Body Armor Sensor,24,49,37,242,No,High,2,1,Arctic,129,140,Yes,compromised
ID5077,Drone,70,13,41,181,Yes,High,21,1,Arctic,106,52,Yes,normal
ID9667,Drone,33,35,91,140,Yes,High,39,2,Urban,52,94,Yes,normal
ID3462,Radar System,41,41,95,350,No,Medium,70,5,Arctic,174,104,No,compromised
ID8527,Radar System,50,-7,40,326,Yes,Low,29,1,Urban,165,29,Yes,normal
ID4643,Weapon System,57,14,81,146,Yes,Low,40,3,Urban,99,30,Yes,normal
ID4924,Surveillance Camera,68,25,81,461,Yes,High,73,5,Forest,67,61,No,compromised
ID9963,Drone,21,55,88,405,No,Low,80,3,Arctic,76,32,No,compromised
ID8833,Drone,58,-10,88,394,Yes,Low,0,1,Forest,160,66,No,compromised
ID3630,Body Armor Sensor,84,-4,43,381,Yes,Low,29,5,Desert,130,16,Yes,normal
ID6674,Body Armor Sensor,49,20,90,127,Yes,High,78,3,Desert,92,71,No,compromised
ID2025,Communication Equipment,29,49,43,430,Yes,Low,6,2,Arctic,151,37,Yes,normal
ID2483,Weapon System,95,19,41,415,Yes,High,9,0,Desert,47,43,Yes,normal
ID3925,Body Armor Sensor,46,45,60,466,Yes,Low,33,2,Desert,139,3,Yes,normal
ID8936,Body Armor Sensor,32,46,31,244,Yes,High,20,5,Urban,73,18,Yes,normal
ID2379,Communication Equipment,20,-1,86,222,Yes,Medium,9,3,Arctic,134,63,Yes,normal
ID1456,Radar System,62,44,92,425,Yes,High,11,5,Forest,169,76,Yes,normal
ID9963,Surveillance Camera,95,19,80,383,No,High,5,1,Urban,37,56,No,compromised
ID3996,Drone,31,10,87,441,No,Medium,51,4,Desert,156,189,Yes,compromised
ID7033,Communication Equipment,10,19,79,294,No,Low,62,1,Desert,42,161,Yes,compromised
ID5552,Communication Equipment,43,16,45,254,Yes,Medium,25,0,Urban,87,111,Yes,compromised
ID1890,Communication Equipment,39,18,22,333,Yes,High,58,0,Urban,75,111,No,compromised
ID4484,Weapon System,67,42,46,338,Yes,High,25,1,Arctic,110,31,Yes,normal
ID6105,Drone,40,-5,91,178,Yes,Medium,35,3,Urban,113,45,Yes,normal
ID3990,Radar System,94,20,83,267,Yes,Low,20,0,Urban,100,17,Yes,normal
ID4327,Body Armor Sensor,28,22,59,389,Yes,Low,21,2,Urban,57,96,No,compromised
ID9148,Weapon System,92,10,55,470,Yes,Low,46,1,Urban,85,74,Yes,normal
ID3897,Weapon System,53,11,23,303,No,Medium,26,5,Urban,130,39,No,compromised
ID8324,Surveillance Camera,42,11,96,455,Yes,Low,47,1,Forest,57,84,Yes,normal
ID1123,Surveillance Camera,43,18,68,456,No,Medium,86,0,Desert,127,104,Yes,compromised
ID4805,Drone,72,-3,20,494,No,Low,14,3,Forest,32,139,No,compromised
ID5423,Surveillance Camera,62,1,99,377,Yes,Medium,35,3,Arctic,53,19,Yes,normal
ID4088,Communication Equipment,60,20,84,205,Yes,Medium,24,2,Desert,142,38,Yes,normal
ID8604,Unmanned Ground Vehicle,91,5,66,451,Yes,Low,56,0,Urban,169,143,No,compromised
ID5349,Communication Equipment,23,9,72,274,Yes,Medium,46,5,Desert,87,81,Yes,normal
ID8159,Body Armor Sensor,21,-9,88,270,Yes,Low,37,4,Arctic,61,25,Yes,normal
ID4870,Weapon System,62,6,98,449,Yes,Medium,38,4,Desert,128,29,Yes,normal
ID8812,Weapon System,29,47,100,229,Yes,Low,27,5,Desert,62,70,Yes,normal
ID2488,Weapon System,40,-2,37,472,Yes,Medium,39,5,Urban,56,27,Yes,normal
ID3507,Unmanned Ground Vehicle,27,33,33,287,Yes,Medium,30,0,Urban,156,24,Yes,normal
ID1012,Weapon System,55,2,54,329,No,Medium,53,1,Desert,127,116,No,compromised
ID9194,Weapon System,82,34,61,250,Yes,High,44,5,Urban,52,29,Yes,normal
ID8450,Body Armor Sensor,62,23,59,302,No,High,79,2,Forest,151,133,Yes,compromised
ID9142,Radar System,70,21,54,484,No,Low,78,5,Forest,38,63,Yes,compromised
ID9272,Body Armor Sensor,20,-3,66,130,Yes,Medium,35,5,Forest,44,4,Yes,normal
ID7621,Radar System,84,58,28,432,Yes,Medium,64,3,Urban,52,152,Yes,compromised
ID2096,Weapon System,28,16,24,472,Yes,Low,17,0,Desert,40,31,Yes,compromised
ID5687,Communication Equipment,74,-9,58,203,Yes,High,23,5,Urban,175,98,Yes,normal
ID9409,Communication Equipment,32,16,47,411,Yes,Low,14,2,Desert,93,49,Yes,normal
ID6073,Body Armor Sensor,89,39,69,298,Yes,High,15,2,Desert,175,50,Yes,normal
ID8576,Radar System,38,11,98,315,Yes,Low,46,3,Desert,44,170,Yes,compromised
ID3828,Surveillance Camera,14,52,36,382,Yes,Medium,98,4,Arctic,113,26,Yes,compromised
ID6558,Drone,35,-4,99,288,Yes,Medium,38,4,Desert,177,32,Yes,normal
ID6926,Weapon System,35,-10,87,201,No,Low,76,0,Urban,64,26,Yes,compromised
ID5057,Unmanned Ground Vehicle,94,14,68,340,Yes,Medium,12,2,Arctic,65,129,No,compromised
ID5087,Unmanned Ground Vehicle,69,-8,84,143,Yes,Medium,9,1,Forest,165,54,Yes,normal
ID5035,Unmanned Ground Vehicle,36,48,30,168,Yes,High,25,5,Urban,44,97,Yes,normal
ID8285,Surveillance Camera,73,8,98,130,Yes,Low,36,5,Arctic,35,15,Yes,normal
ID4243,Radar System,80,39,46,488,No,High,34,5,Desert,152,50,Yes,compromised
ID1469,Surveillance Camera,18,56,32,279,No,High,96,3,Urban,133,95,No,compromised
ID5181,Radar System,89,24,95,118,Yes,Medium,45,2,Forest,173,3,Yes,normal
ID8194,Body Armor Sensor,29,-2,37,178,Yes,Medium,32,5,Forest,180,10,Yes,normal
ID9617,Body Armor Sensor,11,20,77,166,No,Medium,88,1,Arctic,54,148,Yes,compromised
ID5152,Communication Equipment,41,28,56,360,No,High,25,4,Forest,139,149,Yes,compromised
ID6499,Unmanned Ground Vehicle,23,23,98,245,Yes,Medium,43,4,Urban,159,89,Yes,normal
ID5545,Body Armor Sensor,54,6,47,138,Yes,High,0,3,Urban,126,46,Yes,normal
ID9039,Radar System,45,-7,65,159,Yes,Medium,61,5,Desert,119,199,No,compromised
ID6069,Unmanned Ground Vehicle,66,35,48,386,No,Low,40,4,Desert,56,183,Yes,compromised
ID4094,Unmanned Ground Vehicle,34,-6,91,277,Yes,Medium,27,1,Urban,85,26,Yes,normal
ID4227,Surveillance Camera,64,8,78,181,Yes,High,32,3,Desert,75,91,Yes,normal
ID2758,Communication Equipment,16,46,50,253,No,High,49,3,Forest,172,149,No,compromised
ID8998,Unmanned Ground Vehicle,80,44,64,406,Yes,High,38,2,Desert,73,94,Yes,normal
ID9120,Weapon System,67,-10,32,235,No,Low,10,2,Arctic,44,167,Yes,compromised
ID7481,Unmanned Ground Vehicle,81,49,57,418,Yes,Medium,15,2,Desert,175,49,Yes,normal
ID6921,Unmanned Ground Vehicle,46,-1,83,274,No,High,51,4,Arctic,142,47,No,compromised
ID2952,Weapon System,20,13,61,255,Yes,Low,91,5,Forest,173,137,Yes,compromised
ID1199,Drone,82,38,82,499,No,High,25,1,Forest,93,120,Yes,compromised
ID8395,Unmanned Ground Vehicle,31,29,83,303,Yes,Low,9,2,Desert,66,25,Yes,normal
ID4892,Weapon System,49,40,38,368,Yes,Low,24,5,Forest,45,90,Yes,normal
ID6875,Body Armor Sensor,85,-4,73,107,Yes,Medium,42,2,Arctic,123,63,Yes,normal
ID5537,Body Armor Sensor,45,15,75,492,Yes,Medium,10,5,Urban,51,4,Yes,normal
ID9561,Communication Equipment,43,36,52,396,Yes,Low,18,4,Arctic,44,56,Yes,normal
ID8298,Unmanned Ground Vehicle,65,54,85,352,Yes,Low,17,0,Urban,168,127,No,compromised
ID7099,Communication Equipment,99,31,64,104,No,High,39,0,Arctic,137,191,No,compromised
ID1000,Radar System,25,56,42,156,No,High,97,2,Urban,77,86,Yes,compromised
ID7347,Surveillance Camera,94,-8,89,489,No,Low,88,4,Forest,123,143,No,compromised
ID3869,Drone,30,50,48,259,Yes,Low,14,5,Forest,133,21,No,compromised
ID6988,Communication Equipment,63,-7,57,397,Yes,Medium,33,1,Arctic,53,55,Yes,normal
