Device ID,Device Name,Battery Status (%),Device Temperature (°C),Event Logs,Connectivity Status,Alert Response Time (ms),Firmware Vulnerabilities,Calibration Status,Maintenance Status,Patient Criticality,Label,Attack Type,Protocol
ID7954,Glucose Monitor,76,46.8,77,Good,50,10,No,No,Low,Compromised,DDoS,TCP
ID7369,Infusion Pump,51,40.6,35,Good,35,3,No,No,Medium,Normal,None,None
ID5604,ECG Machine,77,49.2,172,Poor,17,7,No,No,High,Compromised,DDoS,TCP
ID3761,Glucose Monitor,84,39.9,67,Disconnected,49,10,Yes,No,High,Compromised,Spoofing,TCP
ID2415,ECG Machine,34,45.5,109,Good,24,7,Yes,Yes,Medium,Compromised,MITM,Bluetooth
ID5537,Infusion Pump,19,48.7,127,Disconnected,22,9,Yes,No,Medium,Compromised,DDoS,TCP
ID7747,Heart Rate Monitor,45,37.8,88,Disconnected,24,6,No,Yes,Medium,Normal,None,None
ID3300,Glucose Monitor,88,43.1,6,Disconnected,42,6,Yes,Yes,High,Compromised,DDoS,TCP
ID4062,Glucose Monitor,99,31.5,158,Poor,52,4,No,No,Low,Compromised,MITM,Wi-Fi
ID3323,ECG Machine,94,42.9,113,Disconnected,19,8,Yes,Yes,High,Normal,None,None
ID2529,ECG Machine,63,44.3,64,Disconnected,32,4,No,Yes,Low,Normal,None,None
ID3593,Infusion Pump,52,39.4,23,Poor,18,9,Yes,Yes,Medium,Normal,None,None
ID3076,Patient Monitor,8,40.3,92,Poor,43,1,No,No,Low,Compromised,DDoS,TCP
ID1515,Glucose Monitor,43,48.6,82,Disconnected,22,0,No,No,Medium,Compromised,DDoS,TCP
ID5389,Heart Rate Monitor,62,38.3,92,Good,18,8,Yes,No,Low,Normal,None,None
ID9906,Ventilator,91,46.6,112,Good,37,2,No,Yes,Low,Normal,None,None
ID3264,Glucose Monitor,18,49.8,22,Disconnected,17,7,Yes,No,Low,Compromised,MITM,Wi-Fi
ID7291,Infusion Pump,99,33.2,180,Poor,11,6,No,Yes,High,Compromised,MITM,Wi-Fi
ID4733,Ventilator,86,34.5,15,Good,58,2,No,Yes,Medium,Normal,None,None
ID6178,Ventilator,71,33.0,117,Good,25,2,Yes,No,Low,Normal,None,None
ID1787,ECG Machine,44,40.6,116,Poor,49,9,No,No,Low,Compromised,MITM,UDP
ID8042,Infusion Pump,82,39.5,35,Disconnected,6,5,No,Yes,Low,Normal,None,None
ID7291,Heart Rate Monitor,39,46.2,48,Good,11,5,Yes,Yes,High,Normal,None,None
ID7704,Infusion Pump,4,37.6,120,Disconnected,18,5,No,Yes,Medium,Compromised,DDoS,TCP
ID8988,ECG Machine,29,45.4,11,Disconnected,25,3,Yes,No,Low,Compromised,DDoS,UDP
ID3614,Infusion Pump,97,42.0,15,Disconnected,49,2,Yes,No,High,Compromised,Spoofing,Bluetooth
ID2518,Heart Rate Monitor,65,46.3,105,Disconnected,29,3,Yes,No,Medium,Compromised,DDoS,TCP
ID2083,Heart Rate Monitor,47,36.8,167,Disconnected,42,9,No,No,Medium,Compromised,MITM,TCP
ID2040,Ventilator,90,39.0,147,Poor,47,7,No,Yes,High,Compromised,MITM,UDP
ID2345,Patient Monitor,44,41.0,119,Poor,14,7,Yes,Yes,Medium,Normal,None,None
ID8628,Infusion Pump,99,36.3,177,Disconnected,42,10,No,Yes,High,Compromised,MITM,Bluetooth
ID7860,Glucose Monitor,63,38.4,151,Poor,37,0,No,No,Medium,Normal,None,None
ID3505,Heart Rate Monitor,24,38.1,6,Poor,55,8,No,Yes,High,Compromised,Spoofing,Wi-Fi
ID6891,Ventilator,60,30.5,91,Poor,42,10,Yes,No,Low,Compromised,Spoofing,Wi-Fi
ID8339,Glucose Monitor,92,48.0,86,Poor,34,7,No,No,Medium,Compromised,DDoS,UDP
ID8158,Patient Monitor,49,32.8,81,Poor,15,2,No,Yes,High,Normal,None,None
ID4536,Infusion Pump,13,48.0,43,Good,36,9,Yes,No,High,Compromised,Spoofing,Bluetooth
ID8970,Glucose Monitor,57,44.3,67,Poor,11,1,Yes,No,Medium,Normal,None,None
ID6773,Heart Rate Monitor,10,31.4,175,Good,24,1,Yes,No,Low,Normal,None,None
ID4553,Glucose Monitor,13,31.5,81,Good,45,1,Yes,Yes,Low,Normal,None,None
ID8222,Infusion Pump,23,46.8,170,Disconnected,47,8,Yes,Yes,Low,Compromised,DDoS,Bluetooth
ID3819,Glucose Monitor,61,48.3,44,Disconnected,42,3,No,No,Low,Compromised,Spoofing,TCP
ID6388,Heart Rate Monitor,24,48.2,190,Poor,43,9,Yes,Yes,Low,Compromised,Spoofing,Wi-Fi
ID4250,Ventilator,68,45.9,134,Disconnected,11,5,Yes,Yes,Medium,Compromised,DDoS,Bluetooth
ID3880,Heart Rate Monitor,63,33.5,25,Disconnected,22,7,No,No,High,Normal,None,None
ID1965,Heart Rate Monitor,36,38.4,189,Good,60,2,No,No,High,Compromised,MITM,TCP
ID3265,Patient Monitor,94,32.6,73,Disconnected,13,8,Yes,Yes,High,Normal,None,None
ID5325,Patient Monitor,80,46.4,88,Good,29,3,Yes,Yes,High,Normal,None,None
ID8016,Patient Monitor,8,30.1,80,Good,55,6,Yes,No,Medium,Compromised,Spoofing,Bluetooth
ID7934,Heart Rate Monitor,91,34.3,25,Good,31,2,Yes,No,Low,Normal,None,None
ID2414,Ventilator,75,32.7,112,Good,57,4,No,No,Low,Normal,None,None
ID3481,Infusion Pump,37,33.0,197,Disconnected,25,1,Yes,Yes,High,Normal,None,None
ID1371,ECG Machine,5,33.4,15,Good,31,5,Yes,Yes,Low,Normal,None,None
ID6409,Patient Monitor,46,47.1,33,Good,26,8,No,Yes,High,Compromised,DDoS,Bluetooth
ID7437,ECG Machine,74,31.7,33,Poor,51,8,Yes,Yes,High,Compromised,DDoS,UDP
ID9722,Patient Monitor,10,37.2,142,Good,7,4,No,No,Medium,Normal,None,None
ID5594,Ventilator,98,45.2,57,Good,19,5,Yes,Yes,Low,Normal,None,None
ID8104,Glucose Monitor,41,48.7,174,Good,60,1,No,No,High,Compromised,Spoofing,TCP
ID1484,Glucose Monitor,61,48.8,104,Poor,48,6,No,No,High,Compromised,Spoofing,Wi-Fi
ID1000,ECG Machine,97,34.2,14,Poor,36,5,Yes,Yes,High,Normal,None,None
ID6680,Ventilator,1,46.2,10,Poor,17,0,Yes,No,Low,Compromised,Spoofing,TCP
ID7056,Glucose Monitor,17,34.1,147,Poor,46,9,Yes,No,High,Compromised,Spoofing,UDP
ID3785,Ventilator,82,40.0,52,Poor,42,2,No,Yes,Medium,Compromised,MITM,UDP
ID6469,Patient Monitor,42,32.9,165,Poor,6,3,No,Yes,Low,Normal,None,None
ID2428,ECG Machine,99,41.5,84,Good,9,9,Yes,No,High,Normal,None,None
ID8065,Patient Monitor,23,36.6,13,Disconnected,59,4,No,Yes,High,Compromised,MITM,UDP
ID8410,Heart Rate Monitor,4,32.2,128,Poor,44,9,Yes,Yes,Low,Compromised,Spoofing,Wi-Fi
ID9294,Infusion Pump,62,44.2,192,Disconnected,48,8,No,Yes,High,Compromised,DDoS,UDP
ID9454,Glucose Monitor,6,43.9,68,Disconnected,6,8,Yes,No,Low,Compromised,Spoofing,Bluetooth
ID3909,ECG Machine,19,38.9,176,Poor,55,1,Yes,No,Low,Compromised,MITM,TCP
ID4492,Patient Monitor,43,49.4,66,Disconnected,17,5,Yes,No,High,Compromised,MITM,Wi-Fi
ID6837,Ventilator,69,34.3,102,Disconnected,51,10,Yes,Yes,High,Compromised,Spoofing,UDP
ID6465,Infusion Pump,35,33.3,33,Good,11,1,Yes,No,Low,Normal,None,None
ID7504,Heart Rate Monitor,4,49.6,57,Good,34,0,Yes,Yes,Low,Normal,None,None
ID5529,Ventilator,51,37.5,10,Poor,54,9,Yes,No,High,Compromised,DDoS,UDP
ID1141,Infusion Pump,37,42.8,190,Good,19,8,No,No,Medium,Normal,None,None
ID1010,Patient Monitor,100,37.7,119,Poor,13,3,Yes,Yes,Low,Normal,None,None
ID3047,Patient Monitor,29,39.4,141,Poor,24,4,No,No,Medium,Normal,None,None
ID2344,ECG Machine,61,33.9,36,Poor,12,10,No,No,Low,Normal,None,None
ID7273,Ventilator,83,33.9,5,Poor,32,1,Yes,Yes,High,Normal,None,None
ID5454,Infusion Pump,99,30.0,80,Good,8,8,No,Yes,High,Normal,None,None
ID1342,Heart Rate Monitor,33,32.3,67,Poor,42,2,Yes,No,Low,Compromised,DDoS,TCP
ID1898,Infusion Pump,99,43.4,101,Disconnected,24,1,Yes,No,Low,Normal,None,None
ID8102,Patient Monitor,3,32.1,130,Poor,40,2,Yes,Yes,High,Compromised,Spoofing,TCP
ID9126,ECG Machine,68,36.7,174,Good,20,9,Yes,No,Low,Normal,None,None
ID6006,Infusion Pump,28,35.3,154,Good,21,1,No,No,Low,Normal,None,None
ID3179,Infusion Pump,28,34.7,53,Good,15,8,No,Yes,High,Normal,None,None
ID6573,Glucose Monitor,6,45.3,109,Poor,55,4,Yes,No,Low,Compromised,DDoS,Bluetooth
ID2303,Patient Monitor,28,43.0,34,Disconnected,20,10,Yes,No,Low,Normal,None,None
ID5577,Glucose Monitor,96,44.5,23,Good,43,4,Yes,Yes,Medium,Normal,None,None
ID1440,Ventilator,38,31.5,189,Good,39,5,Yes,Yes,Medium,Normal,None,None
ID4947,Ventilator,32,46.8,185,Poor,57,4,Yes,No,Medium,Compromised,MITM,Bluetooth
ID9739,Heart Rate Monitor,74,34.3,113,Good,16,6,No,No,High,Normal,None,None
ID9202,Glucose Monitor,87,45.0,98,Good,50,3,No,Yes,High,Normal,None,None
ID4156,Infusion Pump,53,41.5,175,Good,28,2,Yes,No,Low,Normal,None,None
ID9252,Ventilator,72,47.9,187,Good,13,8,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID7985,Ventilator,79,45.3,24,Disconnected,41,9,No,Yes,Medium,Compromised,Spoofing,TCP
ID6634,Ventilator,29,41.2,110,Good,52,0,No,No,High,Normal,None,None
ID6443,ECG Machine,41,39.4,27,Poor,32,6,No,No,Low,Normal,None,None
ID9607,Glucose Monitor,25,34.7,39,Disconnected,36,6,Yes,Yes,Medium,Normal,None,None
ID6317,Ventilator,76,45.2,45,Poor,50,2,Yes,No,Low,Compromised,Spoofing,TCP
ID2782,Glucose Monitor,98,34.3,49,Disconnected,18,3,No,Yes,Low,Normal,None,None
ID9684,Infusion Pump,13,49.5,58,Disconnected,54,0,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID1597,ECG Machine,63,47.2,155,Disconnected,31,4,Yes,No,Low,Compromised,MITM,Bluetooth
ID6979,Glucose Monitor,36,49.9,36,Disconnected,21,7,No,Yes,Medium,Compromised,MITM,Bluetooth
ID7075,Infusion Pump,20,48.8,147,Good,56,4,Yes,Yes,High,Normal,None,None
ID1900,Ventilator,86,33.1,66,Good,38,7,No,No,Low,Normal,None,None
ID7007,Glucose Monitor,55,31.0,22,Poor,32,5,No,Yes,High,Normal,None,None
ID9371,Patient Monitor,4,35.1,19,Good,48,0,No,No,Medium,Normal,None,None
ID6580,Heart Rate Monitor,83,30.1,86,Disconnected,24,0,Yes,No,Low,Normal,None,None
ID3588,Patient Monitor,37,43.6,118,Good,27,4,No,No,Low,Normal,None,None
ID5334,Patient Monitor,21,34.8,4,Disconnected,39,7,No,Yes,High,Normal,None,None
ID7652,Heart Rate Monitor,57,39.8,169,Good,9,9,Yes,Yes,Medium,Normal,None,None
ID4656,Glucose Monitor,33,39.2,176,Poor,20,4,Yes,Yes,High,Normal,None,None
ID3714,Patient Monitor,98,37.7,118,Disconnected,60,2,No,No,Low,Compromised,MITM,UDP
ID6732,Heart Rate Monitor,60,46.6,26,Poor,43,0,No,Yes,High,Compromised,DDoS,TCP
ID8201,Glucose Monitor,68,43.0,77,Disconnected,26,9,No,No,Low,Normal,None,None
ID3475,ECG Machine,25,41.9,41,Poor,21,2,No,No,High,Normal,None,None
ID7244,Heart Rate Monitor,32,35.2,114,Disconnected,8,0,No,No,Medium,Normal,None,None
ID5193,Heart Rate Monitor,95,47.5,18,Poor,31,1,No,Yes,Medium,Compromised,MITM,Wi-Fi
ID5292,Heart Rate Monitor,69,35.5,84,Poor,17,10,No,Yes,Medium,Normal,None,None
ID4074,Infusion Pump,12,45.3,175,Poor,41,0,No,No,Low,Compromised,Spoofing,UDP
ID2701,Glucose Monitor,68,38.5,188,Disconnected,17,10,No,No,Low,Normal,None,None
ID7326,Heart Rate Monitor,40,34.0,40,Disconnected,24,1,Yes,Yes,Low,Normal,None,None
ID9765,Glucose Monitor,36,37.7,16,Poor,6,7,No,Yes,High,Normal,None,None
ID2077,ECG Machine,83,35.2,103,Disconnected,17,10,No,Yes,High,Normal,None,None
ID5557,Infusion Pump,4,38.1,15,Good,50,5,No,Yes,High,Normal,None,None
ID5360,Infusion Pump,45,38.3,34,Poor,34,7,Yes,Yes,Low,Normal,None,None
ID1739,Glucose Monitor,56,35.2,163,Disconnected,14,1,No,Yes,Low,Normal,None,None
ID7461,Ventilator,97,49.7,112,Good,19,2,No,No,Low,Normal,None,None
ID2219,Ventilator,4,47.3,180,Poor,36,3,No,Yes,Low,Compromised,DDoS,Bluetooth
ID5222,Ventilator,94,46.2,17,Disconnected,33,5,Yes,No,Low,Compromised,MITM,Wi-Fi
ID8897,ECG Machine,57,34.9,25,Disconnected,46,3,Yes,No,High,Compromised,Spoofing,Wi-Fi
ID3038,ECG Machine,24,42.1,113,Poor,12,6,No,Yes,Low,Normal,None,None
ID5862,ECG Machine,100,41.8,145,Good,41,9,No,No,Medium,Compromised,DDoS,Wi-Fi
ID3331,Heart Rate Monitor,91,39.9,81,Disconnected,50,3,No,No,Low,Compromised,DDoS,UDP
ID4895,Ventilator,76,35.9,197,Poor,12,4,No,Yes,Low,Normal,None,None
ID3407,Patient Monitor,76,32.6,10,Good,36,9,Yes,No,High,Normal,None,None
ID8922,Patient Monitor,85,41.0,120,Poor,53,10,Yes,Yes,High,Compromised,DDoS,UDP
ID7539,Ventilator,0,46.5,20,Good,17,10,No,No,High,Compromised,Spoofing,UDP
ID5247,Infusion Pump,64,41.1,112,Poor,20,6,No,No,Low,Normal,None,None
ID4257,Ventilator,24,49.1,145,Good,59,3,Yes,Yes,Medium,Normal,None,None
ID1751,Infusion Pump,93,31.4,144,Disconnected,21,2,No,Yes,Low,Normal,None,None
ID6726,Ventilator,70,36.5,128,Good,31,10,Yes,No,High,Normal,None,None
ID2649,Heart Rate Monitor,85,37.1,102,Poor,26,7,Yes,Yes,Medium,Normal,None,None
ID7274,Patient Monitor,81,33.3,198,Disconnected,15,3,No,No,Medium,Normal,None,None
ID8355,Ventilator,63,44.9,75,Good,50,10,No,No,Low,Compromised,DDoS,Bluetooth
ID3031,Ventilator,11,41.5,116,Good,31,2,Yes,Yes,Low,Normal,None,None
ID2228,Glucose Monitor,21,41.5,29,Good,33,4,Yes,Yes,Medium,Normal,None,None
ID8538,Ventilator,14,47.5,140,Disconnected,51,1,Yes,Yes,Low,Compromised,MITM,Wi-Fi
ID8963,Glucose Monitor,80,46.3,12,Disconnected,54,2,Yes,Yes,Medium,Compromised,Spoofing,TCP
ID4279,Ventilator,66,32.2,76,Good,57,1,Yes,No,Medium,Normal,None,None
ID8151,Heart Rate Monitor,84,46.1,122,Good,42,0,No,No,High,Normal,None,None
ID3167,Patient Monitor,3,43.3,47,Good,26,6,Yes,Yes,Medium,Compromised,MITM,TCP
ID7014,ECG Machine,40,48.3,75,Poor,59,0,No,Yes,Medium,Compromised,DDoS,Wi-Fi
ID2551,Patient Monitor,24,43.0,33,Disconnected,47,7,Yes,Yes,Low,Compromised,Spoofing,Bluetooth
ID7789,Patient Monitor,16,38.4,77,Good,34,8,Yes,No,High,Compromised,DDoS,Wi-Fi
ID8697,Glucose Monitor,21,46.6,53,Disconnected,12,9,No,No,Medium,Compromised,DDoS,TCP
ID9083,Patient Monitor,92,45.7,158,Good,44,9,No,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID5962,Patient Monitor,40,40.7,85,Poor,56,2,Yes,No,Medium,Compromised,MITM,Bluetooth
ID1654,ECG Machine,21,46.1,142,Disconnected,32,4,Yes,No,Low,Compromised,DDoS,UDP
ID9496,Ventilator,67,41.9,80,Disconnected,37,2,Yes,No,High,Normal,None,None
ID3035,Ventilator,63,45.5,181,Poor,49,4,Yes,No,High,Compromised,Spoofing,Bluetooth
ID7775,Ventilator,24,31.7,160,Good,42,2,Yes,Yes,High,Normal,None,None
ID9183,Infusion Pump,69,30.5,5,Good,9,10,No,Yes,High,Normal,None,None
ID4388,Patient Monitor,22,40.4,148,Good,27,5,Yes,Yes,High,Normal,None,None
ID7731,ECG Machine,32,44.8,104,Disconnected,42,3,No,No,Low,Compromised,MITM,Wi-Fi
ID1773,Glucose Monitor,53,48.5,113,Disconnected,39,8,No,Yes,Low,Compromised,DDoS,UDP
ID3599,Glucose Monitor,36,34.0,124,Poor,24,1,Yes,Yes,Low,Normal,None,None
ID2631,ECG Machine,70,40.8,154,Disconnected,56,10,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID3809,ECG Machine,100,38.5,47,Good,39,0,Yes,Yes,Low,Normal,None,None
ID1072,ECG Machine,83,31.1,105,Poor,44,4,No,Yes,Medium,Compromised,DDoS,TCP
ID2052,Infusion Pump,53,46.1,32,Good,36,5,No,Yes,High,Normal,None,None
ID3868,Glucose Monitor,34,35.2,147,Poor,32,6,Yes,Yes,High,Normal,None,None
ID2771,Glucose Monitor,85,48.2,119,Poor,49,3,Yes,No,Medium,Compromised,MITM,UDP
ID8811,Glucose Monitor,87,38.3,43,Good,27,3,No,No,High,Normal,None,None
ID4718,Heart Rate Monitor,85,31.9,45,Good,9,4,Yes,No,High,Normal,None,None
ID8341,Heart Rate Monitor,64,31.0,55,Disconnected,11,2,No,No,High,Normal,None,None
ID8851,Ventilator,80,49.7,82,Disconnected,5,0,No,No,Medium,Compromised,DDoS,Bluetooth
ID3514,Ventilator,72,31.8,97,Poor,17,0,No,No,Low,Normal,None,None
ID7137,ECG Machine,45,43.0,84,Disconnected,12,7,No,Yes,High,Normal,None,None
ID4228,Heart Rate Monitor,71,33.1,112,Poor,18,9,Yes,No,Medium,Normal,None,None
ID1275,Infusion Pump,14,35.8,164,Poor,18,7,Yes,Yes,High,Compromised,MITM,TCP
ID5098,Heart Rate Monitor,24,45.8,138,Poor,21,2,No,Yes,Medium,Compromised,Spoofing,Bluetooth
ID8782,ECG Machine,93,46.0,98,Disconnected,35,7,Yes,No,High,Compromised,MITM,UDP
ID6038,Heart Rate Monitor,52,39.3,78,Disconnected,43,10,No,No,High,Compromised,MITM,TCP
ID1700,ECG Machine,55,48.4,76,Good,60,3,No,Yes,High,Normal,None,None
ID3849,Infusion Pump,64,34.3,135,Good,9,4,Yes,Yes,High,Normal,None,None
ID8051,Patient Monitor,4,33.0,149,Poor,12,2,No,Yes,Medium,Compromised,DDoS,UDP
ID3996,Infusion Pump,3,35.4,111,Good,36,6,Yes,Yes,Low,Compromised,Spoofing,UDP
ID4870,ECG Machine,51,30.6,127,Poor,10,8,No,Yes,Medium,Normal,None,None
ID2032,Glucose Monitor,99,30.9,42,Disconnected,7,8,Yes,Yes,Medium,Normal,None,None
ID2815,ECG Machine,44,33.3,45,Poor,51,6,No,No,High,Compromised,DDoS,UDP
ID4042,ECG Machine,90,40.8,106,Disconnected,6,0,No,No,High,Normal,None,None
ID7564,Glucose Monitor,76,40.5,132,Good,33,7,No,No,Low,Normal,None,None
ID2208,Infusion Pump,57,37.4,178,Disconnected,19,2,No,Yes,Low,Normal,None,None
ID5033,Glucose Monitor,53,46.5,101,Good,33,0,Yes,No,Medium,Normal,None,None
ID9227,Infusion Pump,83,44.6,115,Poor,50,0,No,No,Medium,Compromised,MITM,UDP
ID5460,Infusion Pump,44,46.1,56,Good,55,8,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID3085,Ventilator,52,43.2,129,Poor,41,10,No,No,Low,Compromised,DDoS,Bluetooth
ID9946,Infusion Pump,11,39.1,24,Good,46,5,No,No,High,Normal,None,None
ID4236,Infusion Pump,53,31.0,100,Good,48,2,Yes,No,Low,Normal,None,None
ID2678,Infusion Pump,20,45.6,190,Poor,14,10,No,Yes,Medium,Compromised,Spoofing,UDP
ID6248,Ventilator,80,39.1,126,Good,33,10,No,Yes,Medium,Normal,None,None
ID1057,Patient Monitor,25,33.9,77,Good,59,0,No,Yes,Medium,Normal,None,None
ID4757,Heart Rate Monitor,98,30.7,152,Poor,21,0,Yes,Yes,Medium,Normal,None,None
ID9588,Heart Rate Monitor,54,41.3,11,Poor,17,6,Yes,No,Low,Normal,None,None
ID6936,Ventilator,55,49.0,141,Good,35,6,Yes,No,Low,Compromised,Spoofing,UDP
ID8747,Ventilator,48,48.0,94,Disconnected,23,6,No,No,Low,Compromised,DDoS,Wi-Fi
ID3359,Infusion Pump,20,49.4,50,Good,51,3,Yes,No,Medium,Normal,None,None
ID7338,Patient Monitor,29,49.5,148,Poor,9,7,Yes,Yes,Low,Compromised,DDoS,Bluetooth
ID3448,Patient Monitor,19,48.9,139,Disconnected,59,4,Yes,No,Medium,Compromised,DDoS,TCP
ID7381,Infusion Pump,3,46.3,93,Disconnected,25,0,Yes,No,High,Compromised,Spoofing,TCP
ID5070,ECG Machine,95,39.7,153,Poor,38,7,No,Yes,Low,Normal,None,None
ID9599,Glucose Monitor,6,38.1,161,Good,37,9,No,Yes,Medium,Compromised,Spoofing,TCP
ID1516,Ventilator,30,39.5,133,Good,55,1,No,Yes,Low,Normal,None,None
ID2987,Ventilator,59,30.6,184,Poor,38,6,No,Yes,Low,Normal,None,None
ID7969,ECG Machine,24,32.9,195,Disconnected,23,7,Yes,Yes,Low,Normal,None,None
ID5887,Heart Rate Monitor,67,31.8,136,Good,19,5,No,Yes,Low,Normal,None,None
ID9714,Patient Monitor,77,32.5,27,Poor,56,6,No,No,Low,Compromised,DDoS,Bluetooth
ID8478,Glucose Monitor,21,31.7,148,Good,59,6,No,No,Low,Compromised,DDoS,UDP
ID7136,Patient Monitor,81,38.8,178,Good,58,3,No,Yes,Low,Normal,None,None
ID1197,Patient Monitor,43,49.8,68,Poor,31,10,No,No,Low,Compromised,MITM,TCP
ID6999,ECG Machine,43,34.9,70,Disconnected,56,2,Yes,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID4528,Patient Monitor,56,39.2,67,Poor,54,10,No,No,Low,Compromised,MITM,Wi-Fi
ID2202,ECG Machine,26,49.8,94,Good,30,3,No,No,High,Normal,None,None
ID3651,Heart Rate Monitor,26,38.4,168,Poor,36,7,No,No,Low,Normal,None,None
ID4062,Heart Rate Monitor,1,44.6,23,Poor,35,2,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID8407,Heart Rate Monitor,40,42.3,152,Poor,9,6,No,Yes,Low,Normal,None,None
ID7858,ECG Machine,89,48.0,75,Disconnected,19,6,Yes,Yes,High,Compromised,MITM,TCP
ID3966,Heart Rate Monitor,69,44.5,7,Good,40,8,Yes,Yes,High,Normal,None,None
ID6517,ECG Machine,63,39.7,42,Disconnected,36,0,No,Yes,Low,Normal,None,None
ID5682,Patient Monitor,95,33.7,61,Poor,28,4,Yes,Yes,Medium,Normal,None,None
ID2533,Glucose Monitor,12,48.5,107,Disconnected,17,1,No,No,Medium,Compromised,MITM,UDP
ID4641,Patient Monitor,94,33.6,33,Good,51,3,Yes,No,Low,Normal,None,None
ID8998,Infusion Pump,80,47.3,138,Poor,47,8,Yes,No,Medium,Compromised,DDoS,Wi-Fi
ID1005,Glucose Monitor,33,48.8,200,Disconnected,42,7,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID6736,Heart Rate Monitor,30,40.0,131,Disconnected,37,10,No,Yes,Low,Normal,None,None
ID5464,Ventilator,40,45.2,166,Poor,26,1,No,Yes,Medium,Compromised,MITM,Wi-Fi
ID6573,Heart Rate Monitor,87,30.6,121,Poor,53,3,Yes,Yes,High,Compromised,Spoofing,TCP
ID6059,ECG Machine,7,42.3,185,Poor,60,5,No,Yes,Medium,Compromised,MITM,TCP
ID3867,ECG Machine,46,37.0,28,Good,9,1,Yes,Yes,Medium,Normal,None,None
ID8689,Ventilator,51,30.5,131,Poor,18,5,Yes,No,Low,Normal,None,None
ID7430,ECG Machine,36,35.8,11,Poor,35,7,No,No,High,Normal,None,None
ID2030,Infusion Pump,79,42.7,146,Poor,18,10,No,Yes,High,Normal,None,None
ID4783,ECG Machine,30,33.6,122,Disconnected,12,5,No,Yes,Medium,Normal,None,None
ID5671,Glucose Monitor,92,46.0,38,Poor,25,1,No,Yes,High,Compromised,Spoofing,UDP
ID1146,Infusion Pump,84,42.5,180,Good,39,2,No,No,Low,Normal,None,None
ID2112,Glucose Monitor,58,45.2,97,Good,16,9,Yes,No,Low,Compromised,Spoofing,Wi-Fi
ID5372,ECG Machine,23,39.2,180,Disconnected,55,0,Yes,Yes,High,Compromised,Spoofing,TCP
ID1344,Heart Rate Monitor,64,36.2,170,Good,17,8,Yes,No,Medium,Normal,None,None
ID6891,Ventilator,100,32.6,102,Good,14,0,No,No,Medium,Normal,None,None
ID3772,Glucose Monitor,42,36.6,21,Good,30,5,Yes,Yes,Low,Normal,None,None
ID8886,Patient Monitor,71,38.2,179,Disconnected,19,8,No,Yes,Medium,Normal,None,None
ID7542,Heart Rate Monitor,0,47.1,41,Disconnected,20,2,No,Yes,Medium,Compromised,MITM,UDP
ID4965,Ventilator,36,47.2,121,Poor,33,8,No,No,Low,Compromised,Spoofing,Bluetooth
ID2937,Ventilator,20,49.5,157,Good,48,8,Yes,Yes,Medium,Compromised,Spoofing,Bluetooth
ID5136,Patient Monitor,36,41.3,101,Poor,50,3,Yes,Yes,Medium,Compromised,MITM,Wi-Fi
ID1044,Patient Monitor,31,33.1,68,Disconnected,32,8,No,Yes,Low,Normal,None,None
ID7848,Ventilator,71,48.4,114,Good,17,5,No,No,Low,Normal,None,None
ID2513,Glucose Monitor,96,37.2,40,Poor,50,9,No,No,Low,Compromised,DDoS,Wi-Fi
ID4468,Heart Rate Monitor,72,47.3,137,Disconnected,37,0,Yes,No,High,Compromised,MITM,UDP
ID1291,Patient Monitor,58,32.8,121,Disconnected,46,0,Yes,Yes,Low,Compromised,DDoS,TCP
ID3309,ECG Machine,54,47.4,38,Good,26,6,No,Yes,Low,Compromised,MITM,UDP
ID8930,Heart Rate Monitor,99,47.8,2,Good,50,7,No,No,High,Compromised,Spoofing,Bluetooth
ID6335,Heart Rate Monitor,99,49.7,192,Good,26,1,Yes,Yes,Medium,Normal,None,None
ID6330,Heart Rate Monitor,16,39.4,8,Good,47,0,No,No,High,Normal,None,None
ID2797,ECG Machine,30,39.1,50,Disconnected,13,6,No,No,Medium,Normal,None,None
ID5890,Glucose Monitor,52,31.1,75,Disconnected,18,1,Yes,Yes,Low,Normal,None,None
ID8958,Heart Rate Monitor,38,33.0,46,Good,33,9,Yes,No,High,Normal,None,None
ID1990,Glucose Monitor,90,35.3,7,Disconnected,41,9,Yes,No,Medium,Compromised,MITM,UDP
ID4142,ECG Machine,75,34.9,186,Good,50,9,Yes,No,Medium,Compromised,MITM,TCP
ID2921,Infusion Pump,77,46.0,37,Poor,34,0,Yes,No,Low,Compromised,MITM,Bluetooth
ID8636,ECG Machine,56,40.1,196,Disconnected,32,10,Yes,Yes,High,Normal,None,None
ID5888,Ventilator,6,41.3,120,Good,43,10,Yes,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID2730,Glucose Monitor,68,41.2,134,Good,23,9,No,No,Low,Normal,None,None
ID3703,ECG Machine,70,44.0,19,Good,33,5,Yes,Yes,High,Normal,None,None
ID1558,ECG Machine,4,35.7,46,Disconnected,30,5,No,No,Medium,Compromised,MITM,TCP
